,close,high,low,open,priceDate,symbol,volume,id,key,subkey,date,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent,Ticker
686,29.7,29.71,29.56,29.56,2023-12-11,STRV,68117,HISTORICAL_PRICES,STRV,,2023-12-11,1703200681000,0.028037383177570048,0.028037383177570048,29.56,29.7,29.71,29.56,68117,29.3417,29.4807,29.4906,29.3417,68117,"Dec 11, 23",0.10999999999999943,0.0037,STRV
985,505.99,508.75,505.86,508.3,2024-02-26,SPY,50386738,HISTORICAL_PRICES,SPY,,2024-02-26,1708999279000,0.12145659256632463,0.12145659256632463,508.3,505.99,508.75,505.86,50386738,508.3,505.99,508.75,505.86,50386738,"Feb 26, 24",-1.8600000000000136,-0.0037,SPY
956,476.68,478.6,475.23,477.84,2024-01-12,SPY,58026420,HISTORICAL_PRICES,SPY,,2024-01-12,1705113085000,0.056495046432766705,0.056495046432766705,477.84,476.68,478.6,475.23,58026420,477.84,476.68,478.6,475.23,58026420,"Jan 12, 24",0.3299999999999841,0.0007,SPY
55,27.16,27.355,26.62,27.0,2023-11-20,IOT,1691029,HISTORICAL_PRICES,IOT,,2023-11-20,1700532027000,-0.12188813449725185,-0.12188813449725185,27.0,27.16,27.355,26.62,1691029,27.0,27.16,27.355,26.62,1691029,"Nov 20, 23",0.28000000000000114,0.0104,IOT
721,31.47,31.47,31.1301,31.19,2024-02-01,STRV,166517,HISTORICAL_PRICES,STRV,,2024-02-01,1706894045000,0.08930425752855653,0.08930425752855653,31.19,31.47,31.47,31.1301,166517,31.19,31.47,31.47,31.1301,166517,"Feb 1, 24",0.46999999999999886,0.0152,STRV
663,28.05,28.08,27.92,27.96,2023-11-07,STRV,140431,HISTORICAL_PRICES,STRV,,2023-11-07,1703200683000,-0.02907580477673935,-0.02907580477673935,27.96,28.05,28.08,27.92,140431,27.7535,27.8429,27.8726,27.7138,140431,"Nov 7, 23",0.10000000000000142,0.0036,STRV
689,30.33,30.45,30.22,30.34,2023-12-14,STRV,71594,HISTORICAL_PRICES,STRV,,2023-12-14,1703200682000,0.04984423676012453,0.04984423676012453,30.34,30.33,30.45,30.22,71594,30.1159,30.106,30.2251,29.9968,71594,"Dec 14, 23",0.08999999999999986,0.003,STRV
193,103.55,105.24,100.14,100.61,2023-12-11,ENPH,3796498,HISTORICAL_PRICES,ENPH,,2023-12-11,1702346458000,-0.19560320049716456,-0.19560320049716456,100.61,103.55,105.24,100.14,3796498,100.61,103.55,105.24,100.14,3796498,"Dec 11, 23",0.539999999999992,0.0052,ENPH
124,128.73,132.3344,127.98,128.99,2023-09-01,ENPH,2808743,HISTORICAL_PRICES,ENPH,,2023-09-01,1693618240000,0.0,0.0,128.99,128.73,132.3344,127.98,2808743,128.99,128.73,132.3344,127.98,2808743,"Sep 1, 23",0.0,0.0,ENPH
438,118.3,122.17,116.71,117.5,2023-12-06,ALB,5036103,HISTORICAL_PRICES,ALB,,2023-12-06,1702938110000,-0.4092679516628383,-0.4092679516628383,117.5,118.3,122.17,116.71,5036103,117.164,117.962,121.821,116.377,5036103,"Dec 6, 23",5.039999999999992,0.0445,ALB
352,102.96,104.905,100.91,104.52,2024-02-01,SWKS,2965580,HISTORICAL_PRICES,SWKS,,2024-02-01,1706894095000,-0.061269146608315214,-0.061269146608315214,104.52,102.96,104.905,100.91,2965580,104.52,102.96,104.905,100.91,2965580,"Feb 1, 24",-1.5,-0.0144,SWKS
842,451.49,451.6098,447.7112,448.23,2024-01-29,VOO,4543252,HISTORICAL_PRICES,VOO,,2024-01-29,1706580065000,0.08868848110727987,0.08868848110727987,448.23,451.49,451.6098,447.7112,4543252,448.23,451.49,451.6098,447.7112,4543252,"Jan 29, 24",3.259999999999991,0.0073,VOO
104,31.63,31.94,30.91,31.676,2024-02-01,IOT,1726668,HISTORICAL_PRICES,IOT,,2024-02-01,1706894031000,0.02263174911089555,0.02263174911089555,31.676,31.63,31.94,30.91,1726668,31.676,31.63,31.94,30.91,1726668,"Feb 1, 24",0.23000000000000043,0.0073,IOT
730,32.08,32.12,31.83,32.02,2024-02-14,STRV,180608,HISTORICAL_PRICES,STRV,,2024-02-14,1707962427000,0.1104188300449982,0.1104188300449982,32.02,32.08,32.12,31.83,180608,32.02,32.08,32.12,31.83,180608,"Feb 14, 24",0.259999999999998,0.0082,STRV
634,27.3,27.45,27.0985,27.45,2023-09-27,STRV,82626,HISTORICAL_PRICES,STRV,,2023-09-27,1703200682000,-0.05503634475597092,-0.05503634475597092,27.45,27.3,27.45,27.0985,82626,27.2473,27.0984,27.2473,26.8984,82626,"Sep 27, 23",-0.0799999999999983,-0.0029,STRV
94,31.85,33.17,31.46,33.02,2024-01-18,IOT,2565738,HISTORICAL_PRICES,IOT,,2024-01-18,1705629651000,0.02974458454574852,0.02974458454574852,33.02,31.85,33.17,31.46,2565738,33.02,31.85,33.17,31.46,2565738,"Jan 18, 24",-0.509999999999998,-0.0158,IOT
358,105.05,105.58,104.04,104.93,2024-02-09,SWKS,1525513,HISTORICAL_PRICES,SWKS,,2024-02-09,1707532259000,-0.04221371261852671,-0.04221371261852671,104.93,105.05,105.58,104.04,1525513,104.93,105.05,105.58,104.04,1525513,"Feb 9, 24",0.45999999999999375,0.0044,SWKS
362,105.57,106.84,105.28,106.43,2024-02-15,SWKS,1889994,HISTORICAL_PRICES,SWKS,,2024-02-15,1708209023000,-0.03747264770240712,-0.03747264770240712,106.43,105.57,106.84,105.28,1889994,105.0637,104.2147,105.4684,103.9284,1889994,"Feb 15, 24",-0.2600000000000051,-0.0025,SWKS
974,498.32,498.71,497.26,498.1,2024-02-08,SPY,52343636,HISTORICAL_PRICES,SPY,,2024-02-08,1707444043000,0.10445710232939559,0.10445710232939559,498.1,498.32,498.71,497.26,52343636,498.1,498.32,498.71,497.26,52343636,"Feb 8, 24",0.21999999999997044,0.0004,SPY
13,23.55,25.1,23.41,24.33,2023-09-21,IOT,4943057,HISTORICAL_PRICES,IOT,,2023-09-21,1695344428000,-0.23860329776915612,-0.23860329776915612,24.33,23.55,25.1,23.41,4943057,24.33,23.55,25.1,23.41,4943057,"Sep 21, 23",-1.6699999999999982,-0.0662,IOT
294,89.36,90.7857,89.21,90.06,2023-11-07,SWKS,2462167,HISTORICAL_PRICES,SWKS,,2023-11-07,1700691775000,-0.18526622902990522,-0.18526622902990522,90.06,89.36,90.7857,89.21,2462167,88.7638,88.0739,89.4791,87.9261,2462167,"Nov 7, 23",-0.6400000000000006,-0.0071,SWKS
354,100.79,101.63,99.6104,101.63,2024-02-05,SWKS,2487289,HISTORICAL_PRICES,SWKS,,2024-02-05,1707186776000,-0.08105397520058352,-0.08105397520058352,101.63,100.79,101.63,99.6104,2487289,101.63,100.79,101.63,99.6104,2487289,"Feb 5, 24",-0.36999999999999034,-0.0037,SWKS
620,28.51,28.526,28.3685,28.39,2023-09-07,STRV,69572,HISTORICAL_PRICES,STRV,,2023-09-07,1703200681000,-0.01315334025614396,-0.01315334025614396,28.39,28.51,28.526,28.3685,69572,27.9961,28.1144,28.1302,27.9749,69572,"Sep 7, 23",-0.0799999999999983,-0.0028,STRV
440,127.99,133.25,127.73,129.0,2023-12-08,ALB,4844856,HISTORICAL_PRICES,ALB,,2023-12-08,1702938095000,-0.36088085488864474,-0.36088085488864474,129.0,127.99,133.25,127.73,4844856,128.632,127.625,132.869,127.365,4844856,"Dec 8, 23",2.6400000000000006,0.0211,ALB
39,22.21,22.8103,22.135,22.41,2023-10-27,IOT,1163602,HISTORICAL_PRICES,IOT,,2023-10-27,1698456638000,-0.28192693178144196,-0.28192693178144196,22.41,22.21,22.8103,22.135,1163602,22.41,22.21,22.8103,22.135,1163602,"Oct 27, 23",0.07000000000000028,0.0032,IOT
346,107.8,110.6,107.15,110.0,2024-01-24,SWKS,2597747,HISTORICAL_PRICES,SWKS,,2024-01-24,1706202068000,-0.017140773158278715,-0.017140773158278715,110.0,107.8,110.6,107.15,2597747,110.0,107.8,110.6,107.15,2597747,"Jan 24, 24",-1.990000000000009,-0.0181,SWKS
