symbol,marketcap,exchange,exchangeName,marketcapType
ISRLU,154243752.0,XNAS,Nasdaq All Markets,Micro-Cap
ISSC,145267059.0,XNAS,Nasdaq All Markets,Micro-Cap
ISTB,4185464000.0,XNAS,Nasdaq All Markets,Mid-Cap
ISTR,164534240.0,XNAS,Nasdaq All Markets,Micro-Cap
ISUN,9607684.0,XNAS,Nasdaq All Markets,Micro-Cap
IT,34815068000.0,XNYS,New York Stock Exchange Inc,Large-Cap
ITCI,6783825502.0,XNAS,Nasdaq All Markets,Mid-Cap
ITGR,3554453536.0,XNYS,New York Stock Exchange Inc,Mid-Cap
ITI,221405404.0,XNAS,Nasdaq All Markets,Micro-Cap
ITIC,312368732.0,XNAS,Nasdaq All Markets,Small-Cap
ITOS,371447864.0,XNAS,Nasdaq All Markets,Small-Cap
ITRI,3350997438.0,XNAS,Nasdaq All Markets,Mid-Cap
ITRM,19884374.0,XNAS,Nasdaq All Markets,Micro-Cap
ITRN,511066070.0,XNAS,Nasdaq All Markets,Small-Cap
ITT,9900849500.0,XNYS,New York Stock Exchange Inc,Mid-Cap
ITUB,33000204375.0,XNYS,New York Stock Exchange Inc,Large-Cap
ITW,75363336000.0,XNYS,New York Stock Exchange Inc,Large-Cap
IUS,335069000.0,XNAS,Nasdaq All Markets,Small-Cap
IUSB,26192160000.0,XNAS,Nasdaq All Markets,Large-Cap
IUSG,16004304000.0,XNAS,Nasdaq All Markets,Large-Cap
IUSV,15532534500.0,XNAS,Nasdaq All Markets,Large-Cap
IVA,196476592.0,XNAS,Nasdaq All Markets,Micro-Cap
IVAC,102856471.0,XNAS,Nasdaq All Markets,Micro-Cap
IVAL,151512000.0,XNAS,Nasdaq All Markets,Micro-Cap
IVCA,108467062.0,XNAS,Nasdaq All Markets,Micro-Cap
IVCAU,108467065.0,XNAS,Nasdaq All Markets,Micro-Cap
IVCB,210582790.0,XNAS,Nasdaq All Markets,Micro-Cap
IVCBU,210582795.0,XNAS,Nasdaq All Markets,Micro-Cap
IVCP,61672353.0,XNAS,Nasdaq All Markets,Micro-Cap
IVCPU,61672354.0,XNAS,Nasdaq All Markets,Micro-Cap
IVCPW,61672353.0,XNAS,Nasdaq All Markets,Micro-Cap
IVDA,12076523.0,XNAS,Nasdaq All Markets,Micro-Cap
IVDAW,10124031.0,XNAS,Nasdaq All Markets,Micro-Cap
IVEG,4717500.0,XNAS,Nasdaq All Markets,Micro-Cap
IVP,642697.0,XNAS,Nasdaq All Markets,Micro-Cap
IVR,403434711.0,XNYS,New York Stock Exchange Inc,Small-Cap
IVR-B,416525439.0,XNYS,New York Stock Exchange Inc,Small-Cap
IVR-C,408773249.0,XNYS,New York Stock Exchange Inc,Small-Cap
IVT,1700101359.0,XNYS,New York Stock Exchange Inc,Small-Cap
IVVD,435504667.0,XNAS,Nasdaq All Markets,Small-Cap
IVZ,6871438989.0,XNYS,New York Stock Exchange Inc,Mid-Cap
IWTR,5860000.0,XNAS,Nasdaq All Markets,Micro-Cap
IX,24334940955.0,XNYS,New York Stock Exchange Inc,Large-Cap
IXAQ,96364163.0,XNAS,Nasdaq All Markets,Micro-Cap
IXAQU,96364165.0,XNAS,Nasdaq All Markets,Micro-Cap
IXHL,0.0,XNAS,Nasdaq All Markets,Micro-Cap
IXUS,33482240000.0,XNAS,Nasdaq All Markets,Large-Cap
IZEA,30290165.0,XNAS,Nasdaq All Markets,Micro-Cap
IZM,62240053.0,XNAS,Nasdaq All Markets,Micro-Cap
J,18209339587.0,XNYS,New York Stock Exchange Inc,Large-Cap
JACK,1488942910.0,XNAS,Nasdaq All Markets,Small-Cap
JAGX,4172109.0,XNAS,Nasdaq All Markets,Micro-Cap
JAKK,331511118.0,XNAS,Nasdaq All Markets,Small-Cap
JAMF,2495792640.0,XNAS,Nasdaq All Markets,Mid-Cap
JAN,4864443.0,XNAS,Nasdaq All Markets,Micro-Cap
JANX,385506391.0,XNAS,Nasdaq All Markets,Small-Cap
JAZZ,7752514267.0,XNAS,Nasdaq All Markets,Mid-Cap
JBGS,1560392576.0,XNYS,New York Stock Exchange Inc,Small-Cap
JBHT,22176734503.0,XNAS,Nasdaq All Markets,Large-Cap
JBI,2203160412.0,XNYS,New York Stock Exchange Inc,Mid-Cap
JBK,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
JBL,17824499137.0,XNYS,New York Stock Exchange Inc,Large-Cap
JBLU,2321360156.0,XNAS,Nasdaq All Markets,Mid-Cap
JBND,187200000.0,XNYS,New York Stock Exchange Inc,Micro-Cap
JBSS,908302200.0,XNAS,Nasdaq All Markets,Small-Cap
JBT,3202659460.0,XNYS,New York Stock Exchange Inc,Mid-Cap
JCE,220192944.0,XNYS,New York Stock Exchange Inc,Micro-Cap
JCI,36898574656.0,XNYS,New York Stock Exchange Inc,Large-Cap
JCSE,4000326.0,XNAS,Nasdaq All Markets,Micro-Cap
JCTCF,18680595.0,XNAS,Nasdaq All Markets,Micro-Cap
JD,35138151053.0,XNAS,Nasdaq All Markets,Large-Cap
JDOC,11302180.0,XNAS,Nasdaq All Markets,Micro-Cap
JEF,8589792262.0,XNYS,New York Stock Exchange Inc,Mid-Cap
JELD,1622495237.0,XNYS,New York Stock Exchange Inc,Small-Cap
JEPQ,9950374875.0,XNAS,Nasdaq All Markets,Mid-Cap
JEQ,82851139.0,XNYS,New York Stock Exchange Inc,Micro-Cap
JEWL,12905218.0,XNAS,Nasdaq All Markets,Micro-Cap
JFBR,17629931.0,XNAS,Nasdaq All Markets,Micro-Cap
JFBRW,18434617.0,XNAS,Nasdaq All Markets,Micro-Cap
JFIN,143438998.0,XNAS,Nasdaq All Markets,Micro-Cap
JFR,489498825.0,XNYS,New York Stock Exchange Inc,Small-Cap
JFU,34849066.0,XNAS,Nasdaq All Markets,Micro-Cap
JG,15075242.0,XNAS,Nasdaq All Markets,Micro-Cap
JGH,292962235.0,XNYS,New York Stock Exchange Inc,Micro-Cap
JGLO,1966716570.0,XNAS,Nasdaq All Markets,Small-Cap
JHG,4999555573.0,XNYS,New York Stock Exchange Inc,Mid-Cap
JHI,115078239.0,XNYS,New York Stock Exchange Inc,Micro-Cap
JHS,127425286.0,XNYS,New York Stock Exchange Inc,Micro-Cap
JHX,15026836145.0,XNYS,New York Stock Exchange Inc,Large-Cap
JILL,268990626.0,XNYS,New York Stock Exchange Inc,Micro-Cap
JIVE,12680475.0,XNAS,Nasdaq All Markets,Micro-Cap
JJSF,2903682476.0,XNAS,Nasdaq All Markets,Mid-Cap
JKHY,12644363825.0,XNAS,Nasdaq All Markets,Large-Cap
JKS,1354273367.0,XNYS,New York Stock Exchange Inc,Small-Cap
JL,493608000.0,XNAS,Nasdaq All Markets,Small-Cap
JLL,8200624087.0,XNYS,New York Stock Exchange Inc,Mid-Cap
JLS,92056606.0,XNYS,New York Stock Exchange Inc,Micro-Cap
JMIA,324655172.0,XNYS,New York Stock Exchange Inc,Small-Cap
JMM,56471305.0,XNYS,New York Stock Exchange Inc,Micro-Cap
JMSB,245228818.0,XNAS,Nasdaq All Markets,Micro-Cap
JNJ,377437214830.0,XNYS,New York Stock Exchange Inc,Mega-Cap
JNPR,11936325131.0,XNYS,New York Stock Exchange Inc,Large-Cap
JNVR,12693743.0,XNAS,Nasdaq All Markets,Micro-Cap
JOAN,24727874.0,XNAS,Nasdaq All Markets,Micro-Cap
JOBY,4202287851.0,XNYS,New York Stock Exchange Inc,Mid-Cap
JOE,3190615706.0,XNYS,New York Stock Exchange Inc,Mid-Cap
JOF,216499276.0,XNYS,New York Stock Exchange Inc,Micro-Cap
JOUT,408053723.0,XNAS,Nasdaq All Markets,Small-Cap
JPC,745991540.0,XNYS,New York Stock Exchange Inc,Small-Cap
JPEF,458577023.0,XNAS,Nasdaq All Markets,Small-Cap
JPI,423566993.0,XNYS,New York Stock Exchange Inc,Small-Cap
JPM,502609789544.0,XNYS,New York Stock Exchange Inc,Mega-Cap
JPM-C,502683728217.0,XNYS,New York Stock Exchange Inc,Mega-Cap
JPM-D,502514633316.0,XNYS,New York Stock Exchange Inc,Mega-Cap
JPM-J,500378755814.0,XNYS,New York Stock Exchange Inc,Mega-Cap
JPM-K,498716231318.0,XNYS,New York Stock Exchange Inc,Mega-Cap
JPM-L,501009851116.0,XNYS,New York Stock Exchange Inc,Mega-Cap
JPM-M,499601300922.0,XNYS,New York Stock Exchange Inc,Mega-Cap
JQC,729577980.0,XNYS,New York Stock Exchange Inc,Small-Cap
JRI,314070088.0,XNYS,New York Stock Exchange Inc,Small-Cap
JRS,214959984.0,XNYS,New York Stock Exchange Inc,Micro-Cap
JRSH,39712333.0,XNAS,Nasdaq All Markets,Micro-Cap
JRVR,377901263.0,XNAS,Nasdaq All Markets,Small-Cap
JSM,1943450134.0,XNAS,Nasdaq All Markets,Small-Cap
JSMD,330358000.0,XNAS,Nasdaq All Markets,Small-Cap
JSML,209195000.0,XNAS,Nasdaq All Markets,Micro-Cap
JSPR,1911284221.0,XNAS,Nasdaq All Markets,Small-Cap
JSPRW,1902358200.0,XNAS,Nasdaq All Markets,Small-Cap
JT,12627083.0,XNYS,New York Stock Exchange Inc,Micro-Cap
JTAI,7168156.0,XNAS,Nasdaq All Markets,Micro-Cap
JTAIW,7236673.0,XNAS,Nasdaq All Markets,Micro-Cap
JTAIZ,7236673.0,XNAS,Nasdaq All Markets,Micro-Cap
JTEK,258804000.0,XNAS,Nasdaq All Markets,Micro-Cap
JVA,6564889.0,XNAS,Nasdaq All Markets,Micro-Cap
JVSAU,53266850.0,XNAS,Nasdaq All Markets,Micro-Cap
JWEL,71423796.0,XNAS,Nasdaq All Markets,Micro-Cap
JWN,3104614647.0,XNYS,New York Stock Exchange Inc,Mid-Cap
JXJT,7397094.0,XNAS,Nasdaq All Markets,Micro-Cap
JXN,4140363385.0,XNYS,New York Stock Exchange Inc,Mid-Cap
JXN-A,4141514554.0,XNYS,New York Stock Exchange Inc,Mid-Cap
JYD,24437500.0,XNAS,Nasdaq All Markets,Micro-Cap
JYNT,154034756.0,XNAS,Nasdaq All Markets,Micro-Cap
JZ,42394556.0,XNAS,Nasdaq All Markets,Micro-Cap
JZXN,82391378.0,XNAS,Nasdaq All Markets,Micro-Cap
K,18342132300.0,XNYS,New York Stock Exchange Inc,Large-Cap
KA,27231146.0,XNAS,Nasdaq All Markets,Micro-Cap
KACL,52033799.0,XNAS,Nasdaq All Markets,Micro-Cap
KACLR,52033799.0,XNAS,Nasdaq All Markets,Micro-Cap
KACLU,52033805.0,XNAS,Nasdaq All Markets,Micro-Cap
KAI,3532147934.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KALA,19336573.0,XNAS,Nasdaq All Markets,Micro-Cap
KALU,1000904625.0,XNAS,Nasdaq All Markets,Small-Cap
KALV,554667279.0,XNAS,Nasdaq All Markets,Small-Cap
KAMN,1284818008.0,XNYS,New York Stock Exchange Inc,Small-Cap
KAR,1526840904.0,XNYS,New York Stock Exchange Inc,Small-Cap
KARO,791110269.0,XNAS,Nasdaq All Markets,Small-Cap
KAVL,168357328.0,XNAS,Nasdaq All Markets,Micro-Cap
KB,20502397568.0,XNYS,New York Stock Exchange Inc,Large-Cap
KBH,4631682059.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KBR,7264585903.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KBWB,1457698000.0,XNAS,Nasdaq All Markets,Small-Cap
KBWD,354296450.0,XNAS,Nasdaq All Markets,Small-Cap
KBWP,218196000.0,XNAS,Nasdaq All Markets,Micro-Cap
KBWR,58296000.0,XNAS,Nasdaq All Markets,Micro-Cap
KBWY,208900300.0,XNAS,Nasdaq All Markets,Micro-Cap
KC,672266980.0,XNAS,Nasdaq All Markets,Small-Cap
KCGI,297528000.0,XNYS,New York Stock Exchange Inc,Micro-Cap
KCGI=,296975997.0,XNYS,New York Stock Exchange Inc,Micro-Cap
KD,4816063074.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KDP,43320452471.0,XNAS,Nasdaq All Markets,Large-Cap
KE,516160371.0,XNAS,Nasdaq All Markets,Small-Cap
KELYA,739718198.0,XNAS,Nasdaq All Markets,Small-Cap
KELYB,758180393.0,XNAS,Nasdaq All Markets,Small-Cap
KEN,1325623988.0,XNYS,New York Stock Exchange Inc,Small-Cap
KEP,10175130620.0,XNYS,New York Stock Exchange Inc,Large-Cap
KEQU,83986398.0,XNAS,Nasdaq All Markets,Micro-Cap
KEX,4993359000.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KEY,12644194825.0,XNYS,New York Stock Exchange Inc,Large-Cap
KEY-I,13013228686.0,XNYS,New York Stock Exchange Inc,Large-Cap
KEY-J,13085071304.0,XNYS,New York Stock Exchange Inc,Large-Cap
KEY-K,12909632925.0,XNYS,New York Stock Exchange Inc,Large-Cap
KEY-L,12937961954.0,XNYS,New York Stock Exchange Inc,Large-Cap
KEYS,26972386671.0,XNYS,New York Stock Exchange Inc,Large-Cap
KF,110981404.0,XNYS,New York Stock Exchange Inc,Micro-Cap
KFFB,31619056.0,XNAS,Nasdaq All Markets,Micro-Cap
KFRC,1328693955.0,XNAS,Nasdaq All Markets,Small-Cap
KFS,243023976.0,XNYS,New York Stock Exchange Inc,Micro-Cap
KFY,3092570676.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KGC,6102354731.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KGEI,104382970.0,XNAS,Nasdaq All Markets,Micro-Cap
KGS,1875015000.0,XNYS,New York Stock Exchange Inc,Small-Cap
KHC,44235117999.0,XNAS,Nasdaq All Markets,Large-Cap
KIDS,647122271.0,XNAS,Nasdaq All Markets,Small-Cap
KIM,12065850719.0,XNYS,New York Stock Exchange Inc,Large-Cap
KIM-L,12080139201.0,XNYS,New York Stock Exchange Inc,Large-Cap
KIM-M,12076342478.0,XNYS,New York Stock Exchange Inc,Large-Cap
KIM-N,12101740508.0,XNYS,New York Stock Exchange Inc,Large-Cap
KIND,309532760.0,XNYS,New York Stock Exchange Inc,Small-Cap
KINS,33891890.0,XNAS,Nasdaq All Markets,Micro-Cap
KIO,261149304.0,XNYS,New York Stock Exchange Inc,Micro-Cap
KIRK,38512557.0,XNAS,Nasdaq All Markets,Micro-Cap
KITT,14210174.0,XNAS,Nasdaq All Markets,Micro-Cap
KITTW,15010747.0,XNAS,Nasdaq All Markets,Micro-Cap
KKR,82999722349.0,XNYS,New York Stock Exchange Inc,Large-Cap
KKRS,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
KLAC,87097232927.0,XNAS,Nasdaq All Markets,Large-Cap
KLG,1199266413.0,XNYS,New York Stock Exchange Inc,Small-Cap
KLIC,2749446022.0,XNAS,Nasdaq All Markets,Mid-Cap
KLTR,214229525.0,XNAS,Nasdaq All Markets,Micro-Cap
KLXE,145533922.0,XNAS,Nasdaq All Markets,Micro-Cap
KMB,39886970643.0,XNYS,New York Stock Exchange Inc,Large-Cap
KMDA,340532366.0,XNAS,Nasdaq All Markets,Small-Cap
KMI,36920275027.0,XNYS,New York Stock Exchange Inc,Large-Cap
KMPB,3655627946.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KMPR,3640077787.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KMT,1919121422.0,XNYS,New York Stock Exchange Inc,Small-Cap
KMX,11567754000.0,XNYS,New York Stock Exchange Inc,Large-Cap
KN,1415001000.0,XNYS,New York Stock Exchange Inc,Small-Cap
KNDI,211035620.0,XNAS,Nasdaq All Markets,Micro-Cap
KNF,3809451682.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KNGZ,23848060.0,XNAS,Nasdaq All Markets,Micro-Cap
KNOP,192354708.0,XNYS,New York Stock Exchange Inc,Micro-Cap
KNSA,708548297.0,XNAS,Nasdaq All Markets,Small-Cap
KNSL,9578173661.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KNTE,106474697.0,XNAS,Nasdaq All Markets,Micro-Cap
KNTK,1864201966.0,XNYS,New York Stock Exchange Inc,Small-Cap
KNX,9589352825.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KO,254908489440.0,XNYS,New York Stock Exchange Inc,Mega-Cap
KOD,258950756.0,XNAS,Nasdaq All Markets,Micro-Cap
KODK,273264438.0,XNYS,New York Stock Exchange Inc,Micro-Cap
KOF,5122875418.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KOP,1041361531.0,XNYS,New York Stock Exchange Inc,Small-Cap
KOPN,294134274.0,XNAS,Nasdaq All Markets,Micro-Cap
KORE,78022182.0,XNYS,New York Stock Exchange Inc,Micro-Cap
KOS,2544517302.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KOSS,26191070.0,XNAS,Nasdaq All Markets,Micro-Cap
KPLT,58863734.0,XNAS,Nasdaq All Markets,Micro-Cap
KPRX,4998775.0,XNAS,Nasdaq All Markets,Micro-Cap
KPTI,139731469.0,XNAS,Nasdaq All Markets,Micro-Cap
KR,32798514949.0,XNYS,New York Stock Exchange Inc,Large-Cap
KRC,3923395150.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KREF,649470868.0,XNYS,New York Stock Exchange Inc,Small-Cap
KREF-A,662115755.0,XNYS,New York Stock Exchange Inc,Small-Cap
KRG,4706955487.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KRKR,16682978.0,XNAS,Nasdaq All Markets,Micro-Cap
KRMA,621281000.0,XNAS,Nasdaq All Markets,Small-Cap
KRMD,99559209.0,XNAS,Nasdaq All Markets,Micro-Cap
KRNL,67896452.0,XNAS,Nasdaq All Markets,Micro-Cap
KRNLU,67896454.0,XNAS,Nasdaq All Markets,Micro-Cap
KRNLW,67896452.0,XNAS,Nasdaq All Markets,Micro-Cap
KRNT,876274291.0,XNAS,Nasdaq All Markets,Small-Cap
KRNY,418518283.0,XNAS,Nasdaq All Markets,Small-Cap
KRO,984056122.0,XNYS,New York Stock Exchange Inc,Small-Cap
KRON,66480833.0,XNAS,Nasdaq All Markets,Micro-Cap
KROP,4548970.0,XNAS,Nasdaq All Markets,Micro-Cap
KROS,1697498357.0,XNAS,Nasdaq All Markets,Small-Cap
KRP,1115895530.0,XNYS,New York Stock Exchange Inc,Small-Cap
KRRO,448600471.0,XNAS,Nasdaq All Markets,Small-Cap
KRT,517078297.0,XNAS,Nasdaq All Markets,Small-Cap
KRTX,11993827765.0,XNAS,Nasdaq All Markets,Large-Cap
KRUS,1054828564.0,XNAS,Nasdaq All Markets,Small-Cap
KRYS,3185622910.0,XNAS,Nasdaq All Markets,Mid-Cap
KSCP,40108362.0,XNAS,Nasdaq All Markets,Micro-Cap
KSM,96779271.0,XNYS,New York Stock Exchange Inc,Micro-Cap
KSPI,16587911974.0,XNAS,Nasdaq All Markets,Large-Cap
KSS,2913943104.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KT,7269094824.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KTB,3442157913.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KTCC,50796031.0,XNAS,Nasdaq All Markets,Micro-Cap
KTF,351380348.0,XNYS,New York Stock Exchange Inc,Small-Cap
KTH,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
KTN,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
KTOS,2326052741.0,XNAS,Nasdaq All Markets,Mid-Cap
KTRA,379096.0,XNAS,Nasdaq All Markets,Micro-Cap
KTTA,123352808.0,XNAS,Nasdaq All Markets,Micro-Cap
KTTAW,123352808.0,XNAS,Nasdaq All Markets,Micro-Cap
KUKE,64038515.0,XNYS,New York Stock Exchange Inc,Micro-Cap
KURA,1512080085.0,XNAS,Nasdaq All Markets,Small-Cap
KVAC,201019859.0,XNAS,Nasdaq All Markets,Micro-Cap
KVACU,201019858.0,XNAS,Nasdaq All Markets,Micro-Cap
KVHI,95504547.0,XNAS,Nasdaq All Markets,Micro-Cap
KVUE,36806205534.0,XNYS,New York Stock Exchange Inc,Large-Cap
KVYO,1119007126.0,XNYS,New York Stock Exchange Inc,Small-Cap
KW,1372999744.0,XNYS,New York Stock Exchange Inc,Small-Cap
KWE,8068507.0,XNAS,Nasdaq All Markets,Micro-Cap
KWR,3515331681.0,XNYS,New York Stock Exchange Inc,Mid-Cap
KXIN,68971591.0,XNAS,Nasdaq All Markets,Micro-Cap
KYCH,65550675.0,XNAS,Nasdaq All Markets,Micro-Cap
KYCHR,65550675.0,XNAS,Nasdaq All Markets,Micro-Cap
KYCHU,65550679.0,XNAS,Nasdaq All Markets,Micro-Cap
KYCHW,65550675.0,XNAS,Nasdaq All Markets,Micro-Cap
KYMR,1970911489.0,XNAS,Nasdaq All Markets,Small-Cap
KYN,1180260365.0,XNYS,New York Stock Exchange Inc,Small-Cap
KYTX,1210387866.0,XNAS,Nasdaq All Markets,Small-Cap
KZIA,7038484.0,XNAS,Nasdaq All Markets,Micro-Cap
KZR,61796288.0,XNAS,Nasdaq All Markets,Micro-Cap
L,16214017113.0,XNYS,New York Stock Exchange Inc,Large-Cap
LAAC,653965496.0,XNYS,New York Stock Exchange Inc,Small-Cap
LAB,192520505.0,XNAS,Nasdaq All Markets,Micro-Cap
LABP,16830337.0,XNAS,Nasdaq All Markets,Micro-Cap
LAC,674615403.0,XNYS,New York Stock Exchange Inc,Small-Cap
LAD,8295489535.0,XNYS,New York Stock Exchange Inc,Mid-Cap
LADR,1309094072.0,XNYS,New York Stock Exchange Inc,Small-Cap
LAES,43929161.0,XNAS,Nasdaq All Markets,Micro-Cap
LAKE,127999477.0,XNAS,Nasdaq All Markets,Micro-Cap
LAMR,9172489790.0,XNAS,Nasdaq All Markets,Mid-Cap
LANC,5291737880.0,XNAS,Nasdaq All Markets,Mid-Cap
LAND,475576125.0,XNAS,Nasdaq All Markets,Small-Cap
LANDM,494928886.0,XNAS,Nasdaq All Markets,Small-Cap
LANDO,494928884.0,XNAS,Nasdaq All Markets,Small-Cap
LANDP,493682211.0,XNAS,Nasdaq All Markets,Small-Cap
LANV,316146765.0,XNYS,New York Stock Exchange Inc,Small-Cap
LARK,103848887.0,XNAS,Nasdaq All Markets,Micro-Cap
LASE,8193556.0,XNAS,Nasdaq All Markets,Micro-Cap
LASR,641233680.0,XNAS,Nasdaq All Markets,Small-Cap
LATG,62165361.0,XNAS,Nasdaq All Markets,Micro-Cap
LATGU,62165361.0,XNAS,Nasdaq All Markets,Micro-Cap
LAUR,2020596979.0,XNAS,Nasdaq All Markets,Mid-Cap
LAW,481381913.0,XNYS,New York Stock Exchange Inc,Small-Cap
LAZ,3304098000.0,XNYS,New York Stock Exchange Inc,Mid-Cap
LAZR,792652640.0,XNAS,Nasdaq All Markets,Small-Cap
LBAI,796620869.0,XNAS,Nasdaq All Markets,Small-Cap
LBBB,43142548.0,XNAS,Nasdaq All Markets,Micro-Cap
LBBBR,50132442.0,XNAS,Nasdaq All Markets,Micro-Cap
LBBBU,50132446.0,XNAS,Nasdaq All Markets,Micro-Cap
LBC,466549989.0,XNAS,Nasdaq All Markets,Small-Cap
LBPH,440734317.0,XNAS,Nasdaq All Markets,Small-Cap
LBRDA,8703597831.0,XNAS,Nasdaq All Markets,Mid-Cap
LBRDK,8704923492.0,XNAS,Nasdaq All Markets,Mid-Cap
LBRDP,8941164995.0,XNAS,Nasdaq All Markets,Mid-Cap
LBRT,3261133565.0,XNYS,New York Stock Exchange Inc,Mid-Cap
LBTYA,8257014795.0,XNAS,Nasdaq All Markets,Mid-Cap
LBTYB,8401797730.0,XNAS,Nasdaq All Markets,Mid-Cap
LBTYK,8237991702.0,XNAS,Nasdaq All Markets,Mid-Cap
LC,927628586.0,XNYS,New York Stock Exchange Inc,Small-Cap
LCA,142303478.0,XNAS,Nasdaq All Markets,Micro-Cap
LCAA,208687099.0,XNAS,Nasdaq All Markets,Micro-Cap
LCAAU,204766045.0,XNAS,Nasdaq All Markets,Micro-Cap
LCAAW,204766047.0,XNAS,Nasdaq All Markets,Micro-Cap
LCAHU,142303476.0,XNAS,Nasdaq All Markets,Micro-Cap
LCAHW,142303478.0,XNAS,Nasdaq All Markets,Micro-Cap
LCFY,8652834.0,XNAS,Nasdaq All Markets,Micro-Cap
LCFYW,8652834.0,XNAS,Nasdaq All Markets,Micro-Cap
LCID,7761165080.0,XNAS,Nasdaq All Markets,Mid-Cap
LCII,2909161013.0,XNYS,New York Stock Exchange Inc,Mid-Cap
LCNB,156738174.0,XNAS,Nasdaq All Markets,Micro-Cap
LCUT,192946917.0,XNAS,Nasdaq All Markets,Micro-Cap
LCW,101975557.0,XNYS,New York Stock Exchange Inc,Micro-Cap
LCW=,101928865.0,XNYS,New York Stock Exchange Inc,Micro-Cap
LDEM,31770000.0,XNAS,Nasdaq All Markets,Micro-Cap
LDI,198185155.0,XNYS,New York Stock Exchange Inc,Micro-Cap
LDOS,16590150538.0,XNYS,New York Stock Exchange Inc,Large-Cap
LDP,559775004.0,XNYS,New York Stock Exchange Inc,Small-Cap
LDSF,105222918.0,XNAS,Nasdaq All Markets,Micro-Cap
LDTC,116522477.0,XNAS,Nasdaq All Markets,Micro-Cap
LDWY,7716153.0,XNAS,Nasdaq All Markets,Micro-Cap
LE,270433132.0,XNAS,Nasdaq All Markets,Micro-Cap
LEA,7634856142.0,XNYS,New York Stock Exchange Inc,Mid-Cap
LECO,13114183473.0,XNAS,Nasdaq All Markets,Large-Cap
LEDS,8049832.0,XNAS,Nasdaq All Markets,Micro-Cap
LEE,65178493.0,XNAS,Nasdaq All Markets,Micro-Cap
LEG,2677720671.0,XNYS,New York Stock Exchange Inc,Mid-Cap
LEGH,620649275.0,XNAS,Nasdaq All Markets,Small-Cap
LEGN,10922787679.0,XNAS,Nasdaq All Markets,Large-Cap
LEGR,102714081.0,XNAS,Nasdaq All Markets,Micro-Cap
LEJU,16182328.0,XNYS,New York Stock Exchange Inc,Micro-Cap
LEN,42406730552.0,XNYS,New York Stock Exchange Inc,Large-Cap
LEN.B,42487537618.0,XNYS,New York Stock Exchange Inc,Large-Cap
LEO,371392279.0,XNYS,New York Stock Exchange Inc,Small-Cap
LESL,1404145254.0,XNAS,Nasdaq All Markets,Small-Cap
LEV,395823631.0,XNYS,New York Stock Exchange Inc,Small-Cap
LEV-A,409394727.0,XNYS,New York Stock Exchange Inc,Small-Cap
LEVI,1793212271.0,XNYS,New York Stock Exchange Inc,Small-Cap
LEXX,25149413.0,XNAS,Nasdaq All Markets,Micro-Cap
LEXXW,23688451.0,XNAS,Nasdaq All Markets,Micro-Cap
LFCR,247125677.0,XNAS,Nasdaq All Markets,Micro-Cap
LFLY,6642049.0,XNAS,Nasdaq All Markets,Micro-Cap
LFLYW,7142925.0,XNAS,Nasdaq All Markets,Micro-Cap
LFMD,229012188.0,XNAS,Nasdaq All Markets,Micro-Cap
LFMDP,232430284.0,XNAS,Nasdaq All Markets,Micro-Cap
LFST,2557490285.0,XNAS,Nasdaq All Markets,Mid-Cap
LFT,117781248.0,XNYS,New York Stock Exchange Inc,Micro-Cap
LFT-A,119308360.0,XNYS,New York Stock Exchange Inc,Micro-Cap
LFUS,5984668773.0,XNAS,Nasdaq All Markets,Mid-Cap
LFVN,78497618.0,XNAS,Nasdaq All Markets,Micro-Cap
LFWD,51627195.0,XNAS,Nasdaq All Markets,Micro-Cap
LGCB,37840000.0,XNAS,Nasdaq All Markets,Micro-Cap
LGF.A,1948472332.0,XNYS,New York Stock Exchange Inc,Small-Cap
LGF.B,1953827124.0,XNYS,New York Stock Exchange Inc,Small-Cap
LGHL,3464315.0,XNAS,Nasdaq All Markets,Micro-Cap
LGHLW,3464315.0,XNAS,Nasdaq All Markets,Micro-Cap
LGI,201935958.0,XNYS,New York Stock Exchange Inc,Micro-Cap
LGIH,2847457809.0,XNAS,Nasdaq All Markets,Mid-Cap
